182,263,189,204
307,255,313,204
254,335,254,281
255,400,253,356
74,112,105,70
381,112,389,70
74,481,105,420
381,481,389,420
257,462,252,409
241,258,252,203
140,331,163,285
327,321,339,285
108,276,132,208
351,262,370,206
230,167,249,114
196,400,187,331
306,396,311,331
